wgs_id	color	tetM
SRR3349229	#d7b5d8	0
SRR3349231	#d7b5d8	0
SRR3349232	#d7b5d8	0
SRR3349233	#d7b5d8	0
SRR3349234	#d7b5d8	0
SRR3349235	#d7b5d8	0
SRR3349236	#d7b5d8	0
SRR3349237	#d7b5d8	0
SRR3349238	#d7b5d8	0
SRR3349239	#d7b5d8	0
SRR3349240	#d7b5d8	0
SRR3349242	#d7b5d8	0
SRR3349243	#d7b5d8	0
SRR3349244	#d7b5d8	0
SRR3349245	#d7b5d8	0
SRR3349247	#d7b5d8	0
SRR3349249	#d7b5d8	0
SRR3349250	#d7b5d8	0
SRR3349254	#d7b5d8	0
SRR3349255	#d7b5d8	0
SRR3349256	#d7b5d8	0
SRR3349257	#d7b5d8	0
SRR3349258	#d7b5d8	0
SRR3349260	#d7b5d8	0
SRR3349261	#d7b5d8	0
SRR3349262	#d7b5d8	0
SRR3349263	#d7b5d8	0
SRR3349265	#d7b5d8	0
SRR3349266	#d7b5d8	0
SRR3349267	#d7b5d8	0
SRR3349273	#d7b5d8	0
SRR3349275	#d7b5d8	0
SRR3349276	#d7b5d8	0
SRR3349277	#ce1256	1
SRR3349279	#d7b5d8	0
SRR3349280	#d7b5d8	0
SRR3349282	#d7b5d8	0
SRR3349284	#d7b5d8	0
SRR3349285	#d7b5d8	0
SRR3349286	#d7b5d8	0
SRR3349287	#d7b5d8	0
SRR3349288	#d7b5d8	0
SRR3349289	#ce1256	1
SRR3349290	#d7b5d8	0
SRR3349291	#d7b5d8	0
SRR3349292	#d7b5d8	0
SRR3349293	#d7b5d8	0
SRR3349295	#d7b5d8	0
SRR3349296	#d7b5d8	0
SRR3349297	#d7b5d8	0
SRR3349300	#d7b5d8	0
SRR3349301	#d7b5d8	0
SRR3349302	#d7b5d8	0
SRR3349307	#d7b5d8	0
SRR3349308	#d7b5d8	0
SRR3349310	#d7b5d8	0
SRR3349311	#d7b5d8	0
SRR3349312	#d7b5d8	0
SRR3349313	#d7b5d8	0
SRR3349314	#d7b5d8	0
SRR3349315	#d7b5d8	0
SRR3349316	#d7b5d8	0
SRR3349317	#d7b5d8	0
SRR3349319	#d7b5d8	0
SRR3349322	#d7b5d8	0
SRR3349323	#d7b5d8	0
SRR3349324	#d7b5d8	0
SRR3349325	#d7b5d8	0
SRR3349327	#d7b5d8	0
SRR3349328	#d7b5d8	0
SRR3349329	#d7b5d8	0
SRR3349330	#d7b5d8	0
SRR3349331	#d7b5d8	0
SRR3349332	#d7b5d8	0
SRR3349333	#d7b5d8	0
SRR3349336	#d7b5d8	0
SRR3349337	#d7b5d8	0
SRR3349340	#d7b5d8	0
SRR3349341	#d7b5d8	0
SRR3349342	#d7b5d8	0
SRR3349343	#d7b5d8	0
SRR3349347	#d7b5d8	0
SRR3349516	#d7b5d8	0
SRR3349518	#ce1256	1
SRR3349522	#d7b5d8	0
SRR3349524	#d7b5d8	0
SRR3349526	#d7b5d8	0
SRR3349528	#d7b5d8	0
SRR3349537	#d7b5d8	0
SRR3349538	#d7b5d8	0
SRR3349543	#ce1256	1
SRR3349544	#d7b5d8	0
SRR3349546	#ce1256	1
SRR3349550	#d7b5d8	0
SRR3349551	#ce1256	1
SRR3349552	#d7b5d8	0
SRR3349553	#d7b5d8	0
SRR3349554	#d7b5d8	0
SRR3349557	#d7b5d8	0
SRR3349562	#d7b5d8	0
SRR3349563	#ce1256	1
SRR3349564	#ce1256	1
SRR3349566	#ce1256	1
SRR3349568	#ce1256	1
SRR3349569	#d7b5d8	0
SRR3349572	#d7b5d8	0
SRR3349573	#d7b5d8	0
SRR3349574	#d7b5d8	0
SRR3349577	#d7b5d8	0
SRR3349578	#d7b5d8	0
SRR3349581	#ce1256	1
SRR3349583	#ce1256	1
SRR3349589	#ce1256	1
SRR3349593	#d7b5d8	0
SRR3349600	#ce1256	1
SRR3349601	#d7b5d8	0
SRR3349604	#d7b5d8	0
SRR3349607	#d7b5d8	0
SRR3349614	#d7b5d8	0
SRR3349615	#d7b5d8	0
SRR3349619	#d7b5d8	0
SRR3349620	#d7b5d8	0
SRR3349623	#d7b5d8	0
SRR3349626	#ce1256	1
SRR3349628	#d7b5d8	0
SRR3349633	#d7b5d8	0
SRR3349634	#d7b5d8	0
SRR3349636	#d7b5d8	0
SRR3349638	#ce1256	1
SRR3349639	#ce1256	1
SRR3349640	#d7b5d8	0
SRR3349642	#d7b5d8	0
SRR3349643	#ce1256	1
SRR3349645	#ce1256	1
SRR3349646	#ce1256	1
SRR3349647	#d7b5d8	0
SRR3349648	#ce1256	1
SRR3349653	#d7b5d8	0
SRR3349654	#d7b5d8	0
SRR3349655	#ce1256	1
SRR3349657	#ce1256	1
SRR3349658	#d7b5d8	0
SRR3349662	#d7b5d8	0
SRR3349664	#ce1256	1
SRR3349671	#d7b5d8	0
SRR3349672	#ce1256	1
SRR3349673	#d7b5d8	0
SRR3349674	#d7b5d8	0
SRR3349676	#ce1256	1
SRR3349679	#d7b5d8	0
SRR3349680	#d7b5d8	0
SRR3349687	#d7b5d8	0
SRR3349688	#d7b5d8	0
SRR3349698	#d7b5d8	0
SRR3349699	#ce1256	1
SRR3349701	#d7b5d8	0
SRR3349703	#d7b5d8	0
SRR3349704	#ce1256	1
SRR3349705	#d7b5d8	0
SRR3349706	#ce1256	1
SRR3349707	#ce1256	1
SRR3349711	#ce1256	1
SRR3349712	#d7b5d8	0
SRR3349714	#ce1256	1
SRR3349715	#d7b5d8	0
SRR3349717	#ce1256	1
SRR3349718	#d7b5d8	0
SRR3349719	#ce1256	1
SRR3349720	#ce1256	1
SRR3349721	#d7b5d8	0
SRR3349725	#d7b5d8	0
SRR3349726	#d7b5d8	0
SRR3349811	#d7b5d8	0
SRR3349812	#d7b5d8	0
SRR3349813	#d7b5d8	0
SRR3349814	#d7b5d8	0
SRR3349815	#d7b5d8	0
SRR3349816	#d7b5d8	0
SRR3349817	#d7b5d8	0
SRR3349818	#d7b5d8	0
SRR3349819	#ce1256	1
SRR3349820	#d7b5d8	0
SRR3349821	#d7b5d8	0
SRR3349822	#ce1256	1
SRR3349823	#d7b5d8	0
SRR3349824	#d7b5d8	0
SRR3349825	#d7b5d8	0
SRR3349826	#d7b5d8	0
SRR3349827	#d7b5d8	0
SRR3349828	#d7b5d8	0
SRR3349829	#d7b5d8	0
SRR3349830	#d7b5d8	0
SRR3349831	#d7b5d8	0
SRR3349832	#d7b5d8	0
SRR3349833	#d7b5d8	0
SRR3349834	#d7b5d8	0
SRR3349835	#d7b5d8	0
SRR3349836	#d7b5d8	0
SRR3349837	#d7b5d8	0
SRR3349838	#d7b5d8	0
SRR3349839	#d7b5d8	0
SRR3349840	#d7b5d8	0
SRR3349841	#d7b5d8	0
SRR3349842	#d7b5d8	0
SRR3349843	#d7b5d8	0
SRR3349844	#d7b5d8	0
SRR3349845	#d7b5d8	0
SRR3349846	#d7b5d8	0
SRR3349847	#d7b5d8	0
SRR3349848	#d7b5d8	0
SRR3349849	#d7b5d8	0
SRR3349851	#d7b5d8	0
SRR3349852	#d7b5d8	0
SRR3349853	#d7b5d8	0
SRR3349855	#d7b5d8	0
SRR3349856	#d7b5d8	0
SRR3349857	#d7b5d8	0
SRR3349858	#d7b5d8	0
SRR3349859	#d7b5d8	0
SRR3349860	#d7b5d8	0
SRR3349861	#d7b5d8	0
SRR3349862	#d7b5d8	0
SRR3349863	#d7b5d8	0
SRR3349864	#d7b5d8	0
SRR3349865	#d7b5d8	0
SRR3349866	#d7b5d8	0
SRR3349867	#d7b5d8	0
SRR3349868	#d7b5d8	0
SRR3349869	#d7b5d8	0
SRR3349870	#d7b5d8	0
SRR3349871	#d7b5d8	0
SRR3349872	#d7b5d8	0
SRR3349873	#d7b5d8	0
SRR3349874	#d7b5d8	0
SRR3349875	#d7b5d8	0
SRR3349877	#d7b5d8	0
SRR3349878	#ce1256	1
SRR3349879	#d7b5d8	0
SRR3349880	#ce1256	1
SRR3349881	#d7b5d8	0
SRR3349882	#d7b5d8	0
SRR3349883	#d7b5d8	0
SRR3349884	#d7b5d8	0
SRR3349885	#d7b5d8	0
SRR3349886	#d7b5d8	0
SRR3349887	#d7b5d8	0
SRR3349888	#d7b5d8	0
SRR3349889	#d7b5d8	0
SRR3349890	#ce1256	1
SRR3349891	#d7b5d8	0
SRR3349892	#d7b5d8	0
SRR3349893	#d7b5d8	0
SRR3349894	#d7b5d8	0
SRR3349895	#d7b5d8	0
SRR3349896	#d7b5d8	0
SRR3349898	#d7b5d8	0
SRR3349899	#d7b5d8	0
SRR3349900	#d7b5d8	0
SRR3349901	#d7b5d8	0
SRR3349902	#d7b5d8	0
SRR3349903	#d7b5d8	0
SRR3349904	#d7b5d8	0
SRR3349905	#d7b5d8	0
SRR3349906	#d7b5d8	0
SRR3349907	#d7b5d8	0
SRR3349908	#d7b5d8	0
SRR3349909	#d7b5d8	0
SRR3349910	#d7b5d8	0
SRR3349911	#d7b5d8	0
SRR3349912	#d7b5d8	0
SRR3349913	#d7b5d8	0
SRR3349914	#d7b5d8	0
SRR3349915	#d7b5d8	0
SRR3349916	#d7b5d8	0
SRR3349917	#d7b5d8	0
SRR3349919	#d7b5d8	0
SRR3349920	#d7b5d8	0
SRR3349921	#d7b5d8	0
SRR3349923	#d7b5d8	0
SRR3349924	#d7b5d8	0
SRR3349925	#d7b5d8	0
SRR3349926	#d7b5d8	0
SRR3349927	#d7b5d8	0
SRR3349928	#d7b5d8	0
SRR3349929	#d7b5d8	0
SRR3349930	#d7b5d8	0
SRR3349931	#d7b5d8	0
SRR3349932	#d7b5d8	0
SRR3349933	#d7b5d8	0
SRR3349934	#d7b5d8	0
SRR3349935	#d7b5d8	0
SRR3349936	#d7b5d8	0
SRR3349937	#d7b5d8	0
SRR3349938	#d7b5d8	0
SRR3349939	#d7b5d8	0
SRR3349940	#d7b5d8	0
SRR3349941	#d7b5d8	0
SRR3349942	#d7b5d8	0
SRR3349943	#d7b5d8	0
SRR3349944	#d7b5d8	0
SRR3349945	#d7b5d8	0
SRR3349946	#d7b5d8	0
SRR3349947	#d7b5d8	0
SRR3349948	#d7b5d8	0
SRR3349949	#ce1256	1
SRR3349950	#d7b5d8	0
SRR3349951	#d7b5d8	0
SRR3349952	#d7b5d8	0
SRR3349953	#d7b5d8	0
SRR3349954	#d7b5d8	0
SRR3349955	#d7b5d8	0
SRR3349956	#d7b5d8	0
SRR3349957	#d7b5d8	0
SRR3349958	#d7b5d8	0
SRR3349959	#d7b5d8	0
SRR3349960	#d7b5d8	0
SRR3349961	#d7b5d8	0
SRR3349962	#d7b5d8	0
SRR3349963	#ce1256	1
SRR3349964	#d7b5d8	0
SRR3349965	#d7b5d8	0
SRR3349966	#d7b5d8	0
SRR3349967	#d7b5d8	0
SRR3349968	#d7b5d8	0
SRR3349969	#d7b5d8	0
SRR3349970	#d7b5d8	0
SRR3349971	#d7b5d8	0
SRR3349972	#d7b5d8	0
SRR3349973	#d7b5d8	0
SRR3349974	#d7b5d8	0
SRR3349975	#d7b5d8	0
SRR3349976	#d7b5d8	0
SRR3349977	#d7b5d8	0
SRR3349978	#d7b5d8	0
SRR3349979	#d7b5d8	0
SRR3349980	#d7b5d8	0
SRR3349981	#d7b5d8	0
SRR3349982	#d7b5d8	0
SRR3349983	#d7b5d8	0
SRR3349984	#d7b5d8	0
SRR3349985	#d7b5d8	0
SRR3349986	#d7b5d8	0
SRR3349987	#d7b5d8	0
SRR3349988	#d7b5d8	0
SRR3349989	#d7b5d8	0
SRR3349990	#d7b5d8	0
SRR3349991	#ce1256	1
SRR3349992	#d7b5d8	0
SRR3349993	#d7b5d8	0
SRR3349994	#d7b5d8	0
SRR3349995	#d7b5d8	0
SRR3349996	#d7b5d8	0
SRR3349997	#d7b5d8	0
SRR3349998	#d7b5d8	0
SRR3349999	#d7b5d8	0
SRR3350000	#d7b5d8	0
SRR3350001	#d7b5d8	0
SRR3350002	#d7b5d8	0
SRR3350003	#d7b5d8	0
SRR3350004	#d7b5d8	0
SRR3350005	#d7b5d8	0
SRR3350006	#d7b5d8	0
SRR3350007	#d7b5d8	0
SRR3350008	#d7b5d8	0
SRR3350009	#d7b5d8	0
SRR3350010	#d7b5d8	0
SRR3350011	#d7b5d8	0
SRR3350084	#ce1256	1
SRR3350085	#d7b5d8	0
SRR3350086	#d7b5d8	0
SRR3350087	#d7b5d8	0
SRR3350088	#d7b5d8	0
SRR3350089	#d7b5d8	0
SRR3350090	#d7b5d8	0
SRR3350091	#d7b5d8	0
SRR3350092	#d7b5d8	0
SRR3350093	#d7b5d8	0
SRR3350094	#d7b5d8	0
SRR3350095	#d7b5d8	0
SRR3350096	#d7b5d8	0
SRR3350097	#d7b5d8	0
SRR3350098	#d7b5d8	0
SRR3350099	#d7b5d8	0
SRR3350100	#d7b5d8	0
SRR3350101	#ce1256	1
SRR3350102	#d7b5d8	0
SRR3350103	#d7b5d8	0
SRR3350104	#d7b5d8	0
SRR3350105	#d7b5d8	0
SRR3350106	#d7b5d8	0
SRR3350107	#d7b5d8	0
SRR3350108	#d7b5d8	0
SRR3350109	#ce1256	1
SRR3350110	#d7b5d8	0
SRR3350111	#d7b5d8	0
SRR3350112	#ce1256	1
SRR3350113	#d7b5d8	0
SRR3350114	#d7b5d8	0
SRR3350115	#d7b5d8	0
SRR3350116	#d7b5d8	0
SRR3350117	#d7b5d8	0
SRR3350118	#d7b5d8	0
SRR3350119	#d7b5d8	0
SRR3350120	#d7b5d8	0
SRR3350121	#d7b5d8	0
SRR3350122	#d7b5d8	0
SRR3350123	#ce1256	1
SRR3350124	#d7b5d8	0
SRR3350125	#d7b5d8	0
SRR3350126	#d7b5d8	0
SRR3350127	#d7b5d8	0
SRR3350128	#d7b5d8	0
SRR3350129	#d7b5d8	0
SRR3350130	#ce1256	1
SRR3350131	#d7b5d8	0
SRR3350132	#ce1256	1
SRR3350133	#d7b5d8	0
SRR3350134	#ce1256	1
SRR3350135	#d7b5d8	0
SRR3350136	#d7b5d8	0
SRR3350137	#d7b5d8	0
SRR3350138	#d7b5d8	0
SRR3350139	#d7b5d8	0
SRR3350140	#d7b5d8	0
SRR3350141	#d7b5d8	0
SRR3350142	#d7b5d8	0
SRR3350143	#d7b5d8	0
SRR3350144	#ce1256	1
SRR3350145	#d7b5d8	0
SRR3350146	#d7b5d8	0
SRR3350147	#d7b5d8	0
SRR3350148	#d7b5d8	0
SRR3350149	#d7b5d8	0
SRR3350150	#d7b5d8	0
SRR3350151	#d7b5d8	0
SRR3350152	#d7b5d8	0
SRR3350153	#d7b5d8	0
SRR3350154	#d7b5d8	0
SRR3350156	#d7b5d8	0
SRR3350157	#d7b5d8	0
SRR3350158	#d7b5d8	0
SRR3350159	#d7b5d8	0
SRR3350160	#d7b5d8	0
SRR3350161	#d7b5d8	0
SRR3350162	#d7b5d8	0
SRR3350163	#d7b5d8	0
SRR3350164	#ce1256	1
SRR3350165	#d7b5d8	0
SRR3350166	#d7b5d8	0
SRR3350167	#d7b5d8	0
SRR3350168	#d7b5d8	0
SRR3350169	#d7b5d8	0
SRR3350170	#d7b5d8	0
SRR3350171	#ce1256	1
SRR3350172	#ce1256	1
SRR3350173	#d7b5d8	0
SRR3350174	#ce1256	1
SRR3350175	#d7b5d8	0
SRR3350176	#d7b5d8	0
SRR3350177	#d7b5d8	0
SRR3350178	#d7b5d8	0
SRR3350179	#d7b5d8	0
SRR3350180	#ce1256	1
SRR3350181	#d7b5d8	0
SRR3350182	#d7b5d8	0
SRR3350183	#ce1256	1
SRR3350184	#d7b5d8	0
SRR3350185	#d7b5d8	0
SRR3350186	#ce1256	1
SRR3350187	#d7b5d8	0
SRR3350188	#d7b5d8	0
SRR3350189	#d7b5d8	0
SRR3350190	#d7b5d8	0
SRR3350191	#d7b5d8	0
SRR3350192	#ce1256	1
SRR3350193	#d7b5d8	0
SRR3350194	#d7b5d8	0
SRR3350195	#d7b5d8	0
SRR3350196	#d7b5d8	0
SRR3350197	#d7b5d8	0
SRR3350198	#d7b5d8	0
SRR3350199	#d7b5d8	0
SRR3350200	#d7b5d8	0
SRR3350201	#d7b5d8	0
SRR3350203	#d7b5d8	0
SRR3350204	#d7b5d8	0
SRR3350205	#d7b5d8	0
SRR3350206	#ce1256	1
SRR3350207	#ce1256	1
SRR3350208	#d7b5d8	0
SRR3350209	#d7b5d8	0
SRR3350210	#d7b5d8	0
SRR3350211	#d7b5d8	0
SRR3350212	#ce1256	1
SRR3350213	#d7b5d8	0
SRR3350214	#d7b5d8	0
SRR3350215	#d7b5d8	0
SRR3350216	#d7b5d8	0
SRR3350217	#d7b5d8	0
SRR3350218	#d7b5d8	0
SRR3350219	#d7b5d8	0
SRR3350220	#d7b5d8	0
SRR3350221	#ce1256	1
SRR3350222	#d7b5d8	0
SRR3350223	#d7b5d8	0
SRR3350224	#ce1256	1
SRR3350225	#d7b5d8	0
SRR3350226	#d7b5d8	0
SRR3350227	#d7b5d8	0
SRR3350228	#ce1256	1
SRR3350229	#d7b5d8	0
SRR3350230	#d7b5d8	0
SRR3350231	#d7b5d8	0
SRR3350232	#d7b5d8	0
SRR3350233	#d7b5d8	0
SRR3350234	#d7b5d8	0
SRR3350235	#d7b5d8	0
SRR3350236	#d7b5d8	0
SRR3350237	#d7b5d8	0
SRR3350238	#d7b5d8	0
SRR3350239	#d7b5d8	0
SRR3350240	#d7b5d8	0
SRR3350241	#d7b5d8	0
SRR3350242	#d7b5d8	0
SRR3350243	#d7b5d8	0
SRR3350244	#d7b5d8	0
SRR3350245	#ce1256	1
SRR3350246	#d7b5d8	0
SRR3350247	#d7b5d8	0
SRR3350248	#ce1256	1
SRR3350249	#d7b5d8	0
SRR3350250	#d7b5d8	0
SRR3350251	#d7b5d8	0
SRR3350252	#ce1256	1
SRR3350253	#ce1256	1
SRR3350254	#d7b5d8	0
SRR3350255	#d7b5d8	0
SRR3350256	#d7b5d8	0
SRR3350257	#d7b5d8	0
SRR3350258	#d7b5d8	0
SRR3350259	#d7b5d8	0
SRR3350260	#ce1256	1
SRR3350261	#d7b5d8	0
SRR3350262	#d7b5d8	0
SRR3350263	#ce1256	1
SRR3350264	#d7b5d8	0
SRR3350265	#d7b5d8	0
SRR3350266	#d7b5d8	0
SRR3350268	#d7b5d8	0
SRR3350269	#d7b5d8	0
SRR3350270	#d7b5d8	0
SRR3350271	#ce1256	1
SRR3350272	#ce1256	1
SRR3350273	#d7b5d8	0
SRR3350274	#d7b5d8	0
SRR3350275	#d7b5d8	0
SRR3350279	#d7b5d8	0
SRR3350280	#d7b5d8	0
SRR3350281	#d7b5d8	0
SRR3350282	#d7b5d8	0
SRR3350283	#d7b5d8	0
SRR3350284	#d7b5d8	0
SRR3350285	#d7b5d8	0
SRR3350286	#d7b5d8	0
SRR3350287	#d7b5d8	0
SRR3357010	#d7b5d8	0
SRR3357011	#d7b5d8	0
SRR3357012	#ce1256	1
SRR3357013	#ce1256	1
SRR3357014	#ce1256	1
SRR3357015	#d7b5d8	0
SRR3357016	#d7b5d8	0
SRR3357017	#d7b5d8	0
SRR3357018	#d7b5d8	0
SRR3357019	#d7b5d8	0
SRR3357020	#d7b5d8	0
SRR3357021	#d7b5d8	0
SRR3357022	#d7b5d8	0
SRR3357023	#d7b5d8	0
SRR3357024	#ce1256	1
SRR3357025	#d7b5d8	0
SRR3357026	#d7b5d8	0
SRR3357027	#d7b5d8	0
SRR3357028	#d7b5d8	0
SRR3357029	#d7b5d8	0
SRR3357030	#d7b5d8	0
SRR3357034	#d7b5d8	0
SRR3357035	#d7b5d8	0
SRR3357036	#d7b5d8	0
SRR3357037	#d7b5d8	0
SRR3357038	#d7b5d8	0
SRR3357039	#d7b5d8	0
SRR3357040	#d7b5d8	0
SRR3357041	#d7b5d8	0
SRR3357047	#ce1256	1
SRR3357062	#ce1256	1
SRR3357073	#d7b5d8	0
SRR3357074	#d7b5d8	0
SRR3357075	#d7b5d8	0
SRR3357076	#d7b5d8	0
SRR3357077	#d7b5d8	0
SRR3357080	#d7b5d8	0
SRR3357094	#d7b5d8	0
SRR3357098	#d7b5d8	0
SRR3357110	#d7b5d8	0
SRR3357111	#ce1256	1
SRR3357112	#d7b5d8	0
SRR3357113	#d7b5d8	0
SRR3357114	#d7b5d8	0
SRR3357115	#d7b5d8	0
SRR3357116	#d7b5d8	0
SRR3357130	#d7b5d8	0
SRR3357131	#ce1256	1
SRR3357132	#ce1256	1
SRR3357133	#d7b5d8	0
SRR3357134	#d7b5d8	0
SRR3357135	#d7b5d8	0
SRR3357136	#d7b5d8	0
SRR3357137	#d7b5d8	0
SRR3357138	#d7b5d8	0
SRR3357139	#ce1256	1
SRR3357140	#d7b5d8	0
SRR3357142	#d7b5d8	0
SRR3357143	#d7b5d8	0
SRR3357144	#d7b5d8	0
SRR3357145	#d7b5d8	0
SRR3357146	#d7b5d8	0
SRR3357147	#d7b5d8	0
SRR3357148	#d7b5d8	0
SRR3357149	#ce1256	1
SRR3357150	#d7b5d8	0
SRR3357151	#d7b5d8	0
SRR3357152	#d7b5d8	0
SRR3357153	#d7b5d8	0
SRR3357155	#d7b5d8	0
SRR3357156	#d7b5d8	0
SRR3357157	#d7b5d8	0
SRR3357158	#d7b5d8	0
SRR3357159	#d7b5d8	0
SRR3357160	#d7b5d8	0
SRR3357161	#d7b5d8	0
SRR3357162	#d7b5d8	0
SRR3357163	#d7b5d8	0
SRR3357164	#d7b5d8	0
SRR3357165	#ce1256	1
SRR3357166	#d7b5d8	0
SRR3357167	#d7b5d8	0
SRR3357168	#d7b5d8	0
SRR3357169	#d7b5d8	0
SRR3357170	#d7b5d8	0
SRR3357171	#d7b5d8	0
SRR3357172	#d7b5d8	0
SRR3357173	#d7b5d8	0
SRR3357174	#d7b5d8	0
SRR3357176	#d7b5d8	0
SRR3357177	#d7b5d8	0
SRR3357178	#ce1256	1
SRR3357179	#d7b5d8	0
SRR3357180	#d7b5d8	0
SRR3357181	#d7b5d8	0
SRR3357182	#d7b5d8	0
SRR3357183	#d7b5d8	0
SRR3357184	#d7b5d8	0
SRR3357185	#d7b5d8	0
SRR3357186	#d7b5d8	0
SRR3357187	#d7b5d8	0
SRR3357188	#ce1256	1
SRR3357190	#d7b5d8	0
SRR3357191	#d7b5d8	0
SRR3357192	#d7b5d8	0
SRR3357193	#d7b5d8	0
SRR3357194	#d7b5d8	0
SRR3357195	#d7b5d8	0
SRR3357196	#d7b5d8	0
SRR3357197	#d7b5d8	0
SRR3357198	#d7b5d8	0
SRR3357199	#d7b5d8	0
SRR3357201	#ce1256	1
SRR3357202	#d7b5d8	0
SRR3357203	#d7b5d8	0
SRR3357204	#d7b5d8	0
SRR3357215	#d7b5d8	0
SRR3357229	#d7b5d8	0
SRR3357241	#d7b5d8	0
SRR3357242	#d7b5d8	0
SRR3357243	#d7b5d8	0
SRR3357244	#d7b5d8	0
SRR3357245	#ce1256	1
SRR3357246	#d7b5d8	0
SRR3357247	#d7b5d8	0
SRR3357249	#d7b5d8	0
SRR3357250	#d7b5d8	0
SRR3357251	#d7b5d8	0
SRR3357252	#d7b5d8	0
SRR3357253	#d7b5d8	0
SRR3357254	#d7b5d8	0
SRR3357255	#d7b5d8	0
SRR3357256	#d7b5d8	0
SRR3357257	#d7b5d8	0
SRR3357258	#d7b5d8	0
SRR3357259	#d7b5d8	0
SRR3357260	#d7b5d8	0
SRR3357261	#d7b5d8	0
SRR3357262	#d7b5d8	0
SRR3357263	#d7b5d8	0
SRR3357264	#d7b5d8	0
SRR3357265	#d7b5d8	0
SRR3357266	#d7b5d8	0
SRR3357267	#d7b5d8	0
SRR3357268	#d7b5d8	0
SRR3357269	#d7b5d8	0
SRR3357270	#d7b5d8	0
SRR3357271	#d7b5d8	0
SRR3357272	#d7b5d8	0
SRR3357273	#d7b5d8	0
SRR3357274	#d7b5d8	0
SRR3357275	#d7b5d8	0
SRR3357276	#ce1256	1
SRR3357277	#d7b5d8	0
SRR3357278	#d7b5d8	0
SRR3357279	#d7b5d8	0
SRR3357280	#d7b5d8	0
SRR3357281	#d7b5d8	0
SRR3357283	#d7b5d8	0
SRR3357284	#ce1256	1
SRR3357285	#d7b5d8	0
SRR3357286	#d7b5d8	0
SRR3357287	#d7b5d8	0
SRR3357288	#d7b5d8	0
SRR3357289	#ce1256	1
SRR3357290	#d7b5d8	0
SRR3357291	#d7b5d8	0
SRR3357304	#d7b5d8	0
SRR3357305	#d7b5d8	0
SRR3357306	#d7b5d8	0
SRR3357308	#ce1256	1
SRR3357309	#d7b5d8	0
SRR3357310	#d7b5d8	0
SRR3357311	#d7b5d8	0
SRR3357312	#d7b5d8	0
SRR3357313	#d7b5d8	0
SRR3357314	#d7b5d8	0
SRR3357315	#d7b5d8	0
SRR3357316	#d7b5d8	0
SRR3357317	#d7b5d8	0
SRR3357318	#d7b5d8	0
SRR3357331	#d7b5d8	0
SRR3357344	#d7b5d8	0
SRR3357349	#d7b5d8	0
SRR3357350	#d7b5d8	0
SRR3357351	#d7b5d8	0
SRR3357352	#d7b5d8	0
SRR3357353	#d7b5d8	0
SRR3357355	#d7b5d8	0
SRR3357356	#d7b5d8	0
SRR3357357	#d7b5d8	0
SRR3357358	#d7b5d8	0
SRR3357359	#d7b5d8	0
SRR3360286	#d7b5d8	0
SRR3360287	#d7b5d8	0
SRR3360288	#d7b5d8	0
SRR3360289	#d7b5d8	0
SRR3360290	#d7b5d8	0
SRR3360291	#d7b5d8	0
SRR3360292	#d7b5d8	0
SRR3360293	#d7b5d8	0
SRR3360294	#d7b5d8	0
SRR3360295	#d7b5d8	0
SRR3360296	#d7b5d8	0
SRR3360297	#d7b5d8	0
SRR3360298	#d7b5d8	0
SRR3360299	#d7b5d8	0
SRR3360300	#d7b5d8	0
SRR3360301	#d7b5d8	0
SRR3360302	#d7b5d8	0
SRR3360303	#d7b5d8	0
SRR3360304	#d7b5d8	0
SRR3360305	#d7b5d8	0
SRR3360306	#d7b5d8	0
SRR3360307	#d7b5d8	0
SRR3360308	#d7b5d8	0
SRR3360309	#d7b5d8	0
SRR3360310	#d7b5d8	0
SRR3360311	#d7b5d8	0
SRR3360312	#d7b5d8	0
SRR3360313	#d7b5d8	0
SRR3360314	#d7b5d8	0
SRR3360315	#d7b5d8	0
SRR3360316	#d7b5d8	0
SRR3360317	#d7b5d8	0
SRR3360318	#d7b5d8	0
SRR3360319	#d7b5d8	0
SRR3360320	#d7b5d8	0
SRR3360321	#d7b5d8	0
SRR3360322	#d7b5d8	0
SRR3360323	#d7b5d8	0
SRR3360324	#d7b5d8	0
SRR3360325	#d7b5d8	0
SRR3360326	#d7b5d8	0
SRR3360327	#d7b5d8	0
SRR3360328	#d7b5d8	0
SRR3360329	#d7b5d8	0
SRR3360330	#d7b5d8	0
SRR3360331	#d7b5d8	0
SRR3360332	#d7b5d8	0
SRR3360333	#d7b5d8	0
SRR3360334	#d7b5d8	0
SRR3360335	#d7b5d8	0
SRR3360336	#d7b5d8	0
SRR3360337	#d7b5d8	0
SRR3360338	#d7b5d8	0
SRR3360339	#d7b5d8	0
SRR3360340	#d7b5d8	0
SRR3360341	#d7b5d8	0
SRR3360342	#d7b5d8	0
SRR3360343	#d7b5d8	0
SRR3360344	#d7b5d8	0
SRR3360345	#d7b5d8	0
SRR3360346	#d7b5d8	0
SRR3360347	#d7b5d8	0
SRR3360348	#d7b5d8	0
SRR3360349	#d7b5d8	0
SRR3360350	#d7b5d8	0
SRR3360351	#d7b5d8	0
SRR3360352	#d7b5d8	0
SRR3360353	#d7b5d8	0
SRR3360354	#d7b5d8	0
SRR3360355	#d7b5d8	0
SRR3360356	#d7b5d8	0
SRR3360357	#d7b5d8	0
SRR3360605	#d7b5d8	0
SRR3360606	#ce1256	1
SRR3360607	#d7b5d8	0
SRR3360608	#d7b5d8	0
